comment,star
Hàng quá ok luôn ạ ! Shop tư vấn dthw nhiệt tình 🥰,5
"Hàng bỏ trong hộp đóng gói chắc chắn
Hàng rẻ mà đẹp, hợp túi tiền nên rất ưng ý. Chủ shop cũng rất nhiệt tình dễ thương, hướng dẫn cài đặt chi tiết lắm luôn, cứ thế là làm theo thôi.
Đồng hồ đầy đủ tính năng
Ủng hộ shop 5*….. Sẽ quay lai",5
"Hàng bỏ trong hộp đóng gói chắc chắn
Hàng rẻ mà đẹp, hợp túi tiền nên rất ưng ý. Chủ shop cũng rất nhiệt tình dễ thương, hướng dẫn cài đặt chi tiết lắm luôn, cứ thế là làm theo thôi.
Ủng hộ shop 5*….. Sẽ quay lại khi có tiền tiếp. Keke.
",5
"Đồng hồ ĐẸP ĐẸP lắm luôn ❤❤❤❤❤❤
Hàng rất đáng tiền. Kết nối với app Hiwatch là như biến thành đt vậy luôn á. Nghe gọi tốt, nhận thông báo fb, mess, tin nhắn gì gì đều tốt luôn nhá.
Yêu nhất là thay được ảnh mình làm hình nền nha.",5
Shhsjsskiskdnxnxnsnakaoaaoowowksksjdjcncnccnncncncncc,5
"Đồng hồ siêu xinh luôn nha mn
Thời gian shop chuẩn bị và giao hàng khá nhanh
Shop hướng dẫn nhiệt tình
Nhưng mà dây hơi khó lắp tí xúi thôi",5
"Đồng hồ xịn quá shop nha. Rất đẹp và rất đáng tiền. Nghe gọi kết nối khá ổn, thay được ảnh nền, thay dây. Có nhiều tính năng sức khỏe. Pin sử dụng được tầm 1 ngày. Với mức giá như thế này thì quá ngon trong tầm giá",5
Giao hàng nhanh shipper thân thiện đồng hồ sử dụng ổn sẽ ủng hộ shop tgian tới,5
"Sản phẩm đẹp hơn mong đợi. Giao hàng nhanh. Đóng gói cẩn thận. Nghe gọi, cảm ứng đều thấy rất mượt. Hàng quá tốt so với giá. Shop hướng dẫn kỹ, chu đáo với khách hàng.",5
"Sản phẩm tốt. Chất lượng, giao hàng nhanh. Thái độ nhiệt tình",5
Nhìn thì cũng rì này nọ lắm.Chưa dùng chưa biết sao. Còn đk tặng 1 cái dán đỡ đt.,5
"Siêu đẹp, rẻ và chất lượnggggg mình đăt thêm 1 cái nữa",5
"K biết dùng đc bao lâu nhưng mới nhận hàng khá ưng, giao hàng nhanh",5
Không ngờ tầm giá hơn 300k thôi mà có hàng xịn đẹp vậy. Cảm ơn shop đã hướng dẫn rất nhiệt tình.,5
Sản phẩm đẹp chất lượng cao ae ủng họp shop nhé..............,5
"Đẹp lắm luôn mọi người , không khác gì apple watch hết . Ưng lắm ",5
"Sản phẩm của shop thật sự rất tốt. Mình vừa mới nhận được hàng và cảm thấy rất hài lòng. Giá cả hợp lý sản phẩm thì chất lượng. Thời gian giao hàng cũng nhanh. Thật không chê chỗ nào đc ạ
",5
"Hàng siu đỉnh, đeo dây vào khó thật ................msjdjdhdhdjh",5
Uầyy mua flash sale mà giao hàng siêu nhanh. Thích giã man... ,5
Dkekejjejr fbdjwjwjejejeiwieiidjdjxjxdnjejdjfjdjejdbe dnbwbdhdbw bsnshshsbsjd,5
"Trời ơi sịnnnnnnnn 
Mua đi mng đẹp lắm , có điều tay mình nhỏ thành ra rộng òi ",5
Cjdjjdhsshhshshjsjsjjsjsjsjsjsjjzjzjzjzjzjsjjsjsjsjsksksksjsjsjjsjzsj,5
"Mình mua 2 cái bên shop.Thực sự quá ưng về chất lượng sp và cách phục vụ của shop. Ai nhìn cũng tưởng Apple watch thật 😁
Lần đầu nhận hàng bị lỗi nút nguồn, báo shop và shop đã đổi cho mình cái mặt đồng hồ mới luôn ngay lập tức
Nếu có 10 sao thì mình cũng cho shop",5
Hàng như hình..  Ok ☺,5
Hvuhonpmj gudufxig lh ln nml hiuYFzucib oib czg ơn jnl jvxgu kh ơn oh h hihcgucutu xugcguvviyvut,5
,5
"Đồng hồ đẹp lắm, Có núm xoay rất là ngon. Có thể thay dây, thay ảnh nền và chơi game được. Màn hình tràn viền đẹp cực kỳ luôn ạ. Kết nối ổn định, nhận thông báo được nhiều ứng dụng.",5
"Đồng hồ này xịn lắm mọi người. Rất đẹp luôn. Ngoại hình như hàng xịn đó. Cảm ứng mượt. Nghe gọi nhận thông báo rất OK. màn hình nét, có chơi game. Đặc biệt là có thêm núm xoay nữa",5
"Hàng rất xịn nhé. Đồng hồ ở ngoài nhìn đẹp hơn trên hình nữa. Lúc mới dùng chưa quen nên thấy hơi khó. Nhưng shop đã nhiệt tình hướng dẫn, còn gửi cả video để chỉ cho cụ thể, shop phục vụ có tâm và chuyên nghiệp lắm nè. Chắc chắn còn quay lại.",5
"Hàng chất giá tốt. Ngoại hình, giao diện như hàng xịn của Apple. Ứng dụng nhiều, cảm ứng mượt, nhạy. Sử dụng trong 1 ngày thì Ok. Hài lòng với tầm tiền. Một sản phẩm nên mua nhé mọi người ",5
"Hàng bao xịn mịn luôn. Thiết kế gia công tốt lắm nha.
Nghe gọi cũng khá ổn nhưng loa hơi nhỏ nên đi ngoài đường mình cũng chẳng dùng. Muốn nghe thì dừng lại lấy đt mà nghe, ko thì bỏ qua.
Các chức năng khác cũng ok.
Có thay được ảnh của mình làm nền luôn nên rất mãn nguyện. Kaka",5
"Đồng hồ đẹp lắm mọi người ơiiiiii. Chất lượng cũng rất ok nhé. Khá nhiều chức năng, nghe gọi cũng khá ổn. Nhận tin nhắn fb đầy đủ nhé.
Với mức giá như này thì mình thấy rất được rồi í. Quá là xịn xò roài. Thấy có ít bạn đánh giá thấp chắc vì đòi hỏi nhiều quá thôi. Tiền nào của nấy mà. ",5
"Mẫu mã đẹp, thiết kế khá hoàn thiện.
Nhận điện thoại cũng khá ổn. Các thông báo mess, fb gì nhận đủ cả.
Giá cả phải chăng so với chất lượng.",5
"Đồng hồ ngoại hình đẹp như hàng Apple. Giao diện tổ ong, khá vip. Dây đeo có thể thay thế rất thuận tiện. Đế sạc từ rất đẹp và hiện đại.  Cảm ứng mượt, ứng dụng nhiều. Giao hàng nhanh. Hàng chuẩn chất lượng tốt",5
So voi giá này thi dùng ok . Mọi thứ ổn 🤪. Tom lại là đe đeo thoi trag xem gio giá nay hợp lý ket nôi nghe gọi loa cung ok day . Tét thu thay hop ly . ,5
"Đẹp thiệt sự ❤❤❤❤
Nghe gọi được trên đồng hồ nhé. Nhận thông báo ok. Nhưng nhớ:
Phải kết nối với Hiwatch app trên đt á.",5
"Đã nhận đc hàng nha shop, hàng ok đúng mẫu quảng cáo, dùng thấy cũng rất hay, âm thanh rõ ràng tuy hơi nhỏ so với tưởng tượng nhưng rất ok! Cảm ứng mượt. 
Có điều mới dùng k biết gắn dây nên mạnh tay quá làm dây đeo muốn gần đứt rời . tạm thời mua dây mới để thay! Cảm ơn shop nhìu nhé😍😘🥰",5
"Hàng nguyên seal. Hộp đựng khá sang chảnh. Đồng hồ đẹp , viền thép khá đẹp như hàng chuẩn Apple. Kết nối với điện thoại tốt, sử dụng và quản lý được nhiều ứng dụng fb, mess, Zalo khá ok. PIN dùng ổn trong 1 ngày. Màn hình đẹp, giao diện tổ ong 👍.Bản rep 1:1 như thế này là quá ok",5
"Màu hồng siêu siêu cưng 😍😍😍. Hàng nhìn như apple watch xịn luôn ấy, thiết kế rất tỉ mỉ tinh xảo, dùng sạc từ nam châm luôn nha. Rất ưng ý!!! Lúc mới đầu chưa biết dùng hơi lóng ngóng nhưng shop hỗ trợ rất nhiệt tình, giờ dùng ok rồi 🤣. Hàng quá đẹp xinh xịn mịn so với giá, mọi người nên mua í 👍",5
"Màu yêu chịu ko nổi luôn đó nha.
Cưng quá lắm luôn đó.
Dòng này thay dây với thay ảnh mình trên nền đồng hồ được luôn nhé.
Rẻ mà xịn xò.
Mê ly ông mặt trời.",5
Soryy vì chiếc ảnh không hề liên quan nhưng mà sản phẩm rất ô kê nhé:))) giao hàng có hơi lâu xíu nhưng sản phẩm rất xứng đáng luôn đó...,5
"Đẹp tuyệt vời luônnnnnnnn
Rất đáng tiền nha.
Shop siêu dễ thương, tư vấn xì tin lắm.
Sẽ quay lại ủng hộ cho shop nè.",5
"Lần thứ 2 mua ở đây rồi , chất lượng thì miễn bàn nhá :33",5
"Đồng hồ oke lắm ạ, nhưng dây bị rộng so với tay và khó lắp dây quá shop ơi 🥲. Sẽ ủng hộ shop tiếp ạ",5
"Hình ảnh mang tính chất nhận xu! Sp tốt, cảm ứng mượt! Nghe gọi rõ! Mẫu mã đẹp! Đeo rất sang chảnh! ",5
"Đổi sang hồng là chí lí vì quá cưng. Màu cưng cưng lắm.
Iu iu lắm luôn. 
Yêu shop ❤❤",5
"đồng hồ đẹp, sử dụng tốt ạ, nhưng mà rộng với to quá vì tay em hơi nhỏ",5
Ngoại hình đẹp hết ý luôn. PIN sử dụng ổn trong 1 ngày. Giao diện tổ ong như hàng xịn. Mua đúng dịp shop sale nữa nên khá là chim ưng. Shop giao hàng nhanh. Trả lời nhiệt tình ,5
"Màu bao cưng. Yêu không thể tả. Thiệt muốn rụng tim vì đồng hồ đẹp, màn hình đẹp mà dây cũng quá đẹp.
❤❤❤❤❤❤❤❤❤
Shop bán hàng quá chuẩn lại bao dễ thương nhiệt tình.",5
"hàng đẹp
giống Aw nè
tks shop nhiều
ahihsisndjdjdnfjfjfjjfjfjf",5
Shop giao hàng thì lâu. Sản phẩm dùng không được .  Trả hàng rồi vẫn không thấy hoàn tiền  . Mất trắng 340k   coi như cúng cô hồn. Haizzzz,5
"Không nghĩ là giá này lại có được đồng hồ đẹp vậy. Cũng có màn hình bong bóng như aw luôn chứ.
Hihi. Shop dễ cưng lắm. Nói chuyện nhiệt tình cực kỳ luôn. 
Dòng này dùng app hiwatch để đồng bộ với danh bạ các kiểu nhé",5
sản phẩm ko lắp đc sim mà chỉ nghe gọi khi kết nối vs đt.chưa tìm đc chỗ cài lật cổ tay sáng màn hình...,5
"Chất lượng tương xứng giá tiền.
Giao hàng nhanh.
Shop nhiệt tình, đóng gói kỹ.",5
"Đồng hồ đẹp lắm, giao hàng cực nhanh luôn , xịn nữa mỗi tội cái dây bị đen :((",5
"Sản phẩm ok đúng hình ảnh.
Dùng khá ổn.
Nói chung là ngon trong tầm giá
Cho shop 5 🌟",5
"Tai nghe ok nhưng ko thích đèn nhấp nháy. Đồng hồ có vẻ giống nhưng 80% thôi ko giống lắm. Tiếc ko có size nhỏ thôi
",5
"Quá đẹp, quá xịn mà quá rẻ. Xin cam đoan nói không hề điêu. Mọi người có nhu cầu dùng apple watch thì nên lựa chọn loại này nè. Mình nhận hàng là yêu ngay luôn ấy. Shop hỗ trợ rất nhiệt tình nữa. Đáng tin cậy. Chắc chắn 5* lần sau mua tiếp hàng khác.",5
"Hàng ok ! 
Nên mua shop nếu có dịp sẽ ghé mua nữa 😊",5
"Hihi. Apple Watch mua flash sale có 269kkkkkk. Quá ngon luôn. Nhìn như hàng xịn , giao diện tổ ong nữa. Đàm thoại khá ok",5
Hàng ok nhưng k bt gọi kiểu j và k bt kn mong shop tư vấn ,5
Chẳng biết gửi hàng lỗi hay do vận chuyển. Nhưng  đc shop hỗ trợ rất nhiệt tình ,5
Sản phẩm rất đáng tiền. Nhận hàng đẹp. Rẻ so với giá tiền. Rất đáng mua. ,5
Sp khá là ok đấy mỗi tội cảm giác nó hơi lag lag nhưng vs giá tiền này thì là ok đấy đầy đủ trức năng nghe gọi fb rồi cả thay ảnh nền nữa ,5
"Đồng hồ đẹp , mỗi tội dây đeo rất lỏng. Có khi rơi mất đh ko hay ",5
"Đợi hàng 8days luôn
Cơ mà được tặng quà nên cho 5 sao.
Cute xỉu ",5
"Đã nhận hàng đc, hàng giao siêu nhanh, đồng hồ đẹp lắm nè, thay đc dây của apple watch nên siêu hài lòng, tại dây đi kèm vs đhồ thì quá dài, kh vừa vs tay mình, nên mình thay dây của AW luôn 🤭🤭",5
"Đóng gói chắc chắn, mặt sau của máy bị xước nhiều. Thất vọng",5
"Hàng nguyên seal. Sản phẩm chất lượng cao, hoàn thiện tốt. Nghe gọi đàm thoại rõ ràng. Màn hình sắc nét, giao diện tổ ong rất xịn sò nha.  Cảm ứng mượt mà. Quá rẻ cho 1 sản phẩm chất lượng",5
"Hàng đẹp, chuẩn với từng đó đó tiền thì quá tuyệt luôn
5 sao dành cho dhop",5
Giao hàng nhanh hàng đẹp xịn cảm ứng mượt mà chất lượng cao uy tín ,5
"siuuu siuu đẹp luônn ă mn.Sài rất đã nhaa, rất rất đnág mua nhannn mnn",5
Hàng đẹp chất lượng hợp giá tiền giao hàng nhanh quá ok,5
"Hàng nguyên seal, sản phẩm chất lượng tốt. Giá cả hợp lý. Mọi người nên mua nhé",5
Hàng cũng chưa OK cho lắm nhưng shop rất nhiệt tình hỗ trợ . Mọi người nên mua nha .,5
Đồng hồ đẹp xịn mịn ạ ,5
Shop phục vụ quá nhiệt tình. Trong quá trình vận chuyển mặt đồng hồ bị vỡ nhưng shop chuyển bù ngay mặt khác. Rất hài lòng với sản phẩm và thái độ phục vụ của shop. Xứng đáng nhận 5🥇🥇🥇🥇🥇,5
"Tính năng khá ổn
Nhưng pin hơi kém dùng dc 6 tiếng là hết pin r
Nhưng với tâm giá này dùng oki",5
Ngon nha shop ok ,5
"Shop hướng dẫn rất nhiệt tình. Mọi người ủng hộ shop nhé
",5
Ok cchhhfhhgffgggggggggggggggggggggggggvvvvvvvvvv,5
"Xịn xò lắm luôn , đáng tiền 💋",5
,5
"Sp như mô tả 
Khá ưng ý 
Shop giao nhanh ",5
"Đồng hồ có dính xíu đen bên hông chùi k ra, nhưng bù lại tư vấn nhiệt tình vẫn đánh giá shop 5 sao",5
,5
"Rất hài lòng.
Tầm giá rẻ là quá rẻ rồi. Màn hình bong bóng như aw ấy.
Pin dùng được 1 ngày.
Mình đi mưa nhẹ dùng ok.",5
"Đồng hồ đẹp. Giao diện ok. Lắp dây khó, phải trầy hẳn miếng dây mới vào được. Pin có vẻ yếu vì lúc bật lên còn đầy mà kết nối xong với điện thoại đã hết pin. Loa to mỗi tội rè. Còn lại đều ok.",5
"Hàng tốt
",5
"Đồng hồ như hàng Apple. Màn hình sắc nét , cảm ứng mượt mà ",5
"Đồng hồ ok đấy. Mức giá hợp lý, dễ mua. Dây có thể thay được nên cũng tiện.",5
Shop hỗ trợ nhiệt tình. Cám ơn nhiều ạ,5
Đho hình thức đẹp. Dễ sử dụng. Nchung giá thành nvay cũng đáng mua,5
Như hàng apple Watch luôn. Rất đẹp và xịn nha ❤,5
Sản phẩm chất lượng tốt. Ngoại hình đẹp. Màn hình sắc nét,5
😌😌😌😌😁😁😁😭😭😭😭😭😘😘😘😒😒😒😒😒😒😒😒😒😒😒😒😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😏😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😏😘😘😘😘😘😘😘😘😘😘😘😘😘😘😘😭😭😭😭😭😭😭😭😭😭😭😭😭,5
Đồng hồ sịn sò ... Mọi ngừơi nên mua nhé ,5
,5
Đồng hồ không sử dụng được - đang đợi shop trả lời tin nhắn - ,5
Mình thích lắm .với cả đc tặng cho cái dây . mà dây đồng hồ khó gắn.  Nhưng ok lắm .,5
hơi rộng so với nữ dùng shop ơi.nhưng hàng chất lượng ok nha mn. mặt gương nhìn sang chảnh,5
"Hàng cực chất nhé. Xịn đó shop ơi!!!!
Giá mà giao diện to hơn tí nữa cho cân. Nhưng ko sao, giá quá rẻ mà ko đòi hỏi nhiều. Loại màn hình lớn ko có tiền mua.",5
đẹp quá. nhưng nhanh hết pin ,5
Rất đẹp ưng lm cảm ơn shop nhiều 🥰,5
"Nhìn xịn như apple watch. Màn hình sắc nét, cảm ứng nhạy. Đồng hồ này khá nhiều tính năng. Có ứng dụng hỗ trợ trên điện thoại để thuận tiện cài đặt nữa, shop hướng dẫn vụ này rất có tâm. Thiết bị điện tử mua ở shop rất yên tâm vì làm ăn có uy tín.",5
Ờ mây dìng,5
"Đồng hồ đẹp! Giá rẻ, kết nối đt tốt nhưng pin thì cgir dùng đc 1 ngày",5
Hàng tốt mn nên mua,5
Ngon lắm,5
Rất đẹp ,5
"Ok đồng hồ đẹp! Mình rất thích, chất lượng phải xem xét về sau.. 👍👍👍👍",5
"đồng hồ chạy mượt nhưng âm thanh nhỏ,nhanh hết pin ",5
"Cảm ơn shop nhiều vì đã giao 1 sản phẩm rất chất lượng.
Hàng đẹp hơn nhiều so với suy nghĩ.",5
"Shop rất nhiệt tình, hàng bị lỗi nhưng shop đổi hàng nhanh, hàng sài tạm thời rất ok, k biết về sau thig f như nào, rất đánng tin tưởng ",5
Tạm đc có điều mặt đồng hồ hơi to so với nữ?! Dây hơi rộng và thô,5
"Đồng hồ rất oke mà k biết dùng có bền k thôi 5 sao 
",5
Khá ok mua thêm cả em tai nghe nữa,5
,5
,5
Dây đeo hơi lỏng so với tay ,5
Rất đẹp,5
,5
Siêuuuuuuu Sịnnnnn sòooo :>>,5
,5
,5
"Hàng chuẩn, chất lượng. Chủ shop trả lời tin nhắn nhanh, nhiệt tình ",5
"Giá mềm mại. Chất lượng êm ái.
Cảm ơn shop. Sản phẩm tốt đấy.",5
Đồng hồ đẹp xinh. Đầy đủ tính năng. Ok good.,5
Nice ,5
Tốt lắm mn,5
Hơi khó sử dụng ,5
"Shop rất nhiệt tình, sản phẩm chất lượng ",5
"Sản phẩm đẹp, đáng tiền",5
Dùng ok lắm,5
đồng hồ bị nức 1 cạnh ạ mng mua thì kt hàng nhé,5
"Giá rẻ, chất lượng hợp giá tiền.",5
Hàng chất lượng shop nhé,5
Hàng ngon,5
ok,5
ok hàng đẹp,5
Sản phẩm rất oke,5
giao nhanh hàng đẹp,5
Ghjvyuvchbvjjbb bbbbhhhbhvbhhgffvb  huhguhhhhhhggvccgbvvvv,5
5 saooooooooooooooooooooooooooooooooooooooooooooooooo,5
Giao hàng cực nhanh......................................,5
Nhưng sao bên giao lấy của mình thêm 2500đ,5
Ok nha mng,5
Giá tiền như này dùng là ok rồi,5
Sản phẩm chất lượng ,5
"Shop phục vụ rất tốt, cảm ơn shop!!! ",5
"Sản phẩm thiết kế đẹp và tiện lợi
",5
Đẹp hài lòng ,5
Sản phẩm cũng khá là ổn nhưng chưa đạt tới kỳ vọng của mình. Thế nhưng với mức giá này để có đc chiếc đồng hồ thì cũng ok. Shop giao hàng nhanh nữa. ,5
Sản phẩm chất lượng,5
Innhj bjnbin h vhnkhb,5
Oke,5
Đã nhận được hàng.xài rất ok nhé.,5
K hài lòng ,5
Ok ngon,5
"Hàng xài tốt, giao hàng nhanh, sẽ ủng hộ tiếp. ",5
Giá như sp có giây đeo ngắn dành cho nữ thì tốt,5
ok lắm shop,5
"Giao hàng nhanh. Đồng hồ đẹp. Tuy nhiên pin dùng không được lâu, mỗi ngày phải xạc một lần. Aaassssssssaaaaaaaaaaaasasasssssssaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaasaaaàaaàaaaaaaaaaaaaaaaaaaaaaaaaaaqsssa
",5
Oke,5
Xịnnnnnn!,5
Ship lâu và đắt qj,5
Đỉnh của chóp !,5
lắp dây khó như quỷ rep ib chỉ tui với,5
Sản phẩm tốt mỗi tội dây hơi rộng so với tay,5
"Sản phẩm ok, dùng lâu thì chưa biết thế nào",5
"Hàng ngon nhưng gắn hơi khó, 5* cho shop",5
rất hài lòng với sản phẩm đẹp ,5
"Shop nhiệt tình, hàng chuẩn. Giá tốt",5
Đồng hồ khá tốt,5
Rất thích,5
"Đồng hồ bị lỗi có đc đổi ko shop
",5
Hàng siêu đẹp. Giá siêu rẻ luôn ,5
3679900976008653390😍😍😍😍😍😘😘😘😘😘😘,5
Hành rất hài lòng ,5
Đéo ổn tý nào ,5
"Tuyệt vời
",5
Hàng đẹp lắm shop,5
Sản phẩm như mô tả ,5
Xịnn,5
100k khá ok,5
Tuyệt vời,5
"Hàng cũng khá ônt, hơi ọp ẹp chỗ phần kéo ra cũng như phần bản lề đế, mặc dù thấy 360k nhưng chất lượng kém haizz  . Ọp ẹp quá",1
"Vừa nhận được hàng 1 bên Liu xiu trong rất yếu và bị tróc nhiều chổ, thất vọng",1
"Sản phẩm ok đúng mẫu. Chất build cực kì ngu, cái ngàm để giữ lap cực kì ngắn làm cho lap rất dễ rớt",1
"sản phẩm không có tác dụng như quảng cáo, như nước lã,",1
Kệ bị lệch ko đều nhau,1
Chán quá chán mình kê lên mấy ngày rồi mới để ý là nó không bằng phẳng nó bị nhô lên như vậy cộm như vậy. Kết quả là máy của mình đã bị trầy không thương tiếc 🥲 hi vọng shop đổi cho mình cái khác,1
"Tạm được, không chắc chắn lắm. Cứ bị rớt 2 thanh chống nếu di chuyển qua lại. Được cái shop nói chuyện mất dạy nha, khách hàng đánh giá 3 sao thì shop đánh giá khách hàng 1 sao liền. Làm ăn kiểu vậy thì đẻ con cái bị tật nha.",1
3 tuần mới giao,1
,1
,1
"Mấy miếng silicon trên thanh dán ko chặt, xài cứ 2-3 ngày là bị xê dịch, xài từ lúc mua đến giờ hai miếng silicon chụp như hình sắp hết keo bung đến nơi r. Sp giá ko rẻ mà ko chất lượng",2
"Sản phẩm không chắc chắn như mình thấy qua review. thanh đỡ mấu không khớp với chốt, chân chống hay di chuyển..",2
"Cảm giác hơi lỏng lẻo nhg nghĩ do khác loại cũ nên có khi nó thế. Bên trái bị có vẻ lắp ko chặt gì đó, kích thước các bộ phận có vẻ ko bằng. Nhìn hình thấy khi chưa mở ra thì phần trên và dưới đã méo nhau. Xem clip thì thấy đồ dựng trái ngắn hơn nên đứng ko chắc, có thể đung đưa khi bên phải đứng im",2
"Giao hàng chậm, sp lỏng lẻo, tạm chấp nhận.",2
"Sản phẩm không tốt cho lắm phần đế chân cứ rung rinh, đặt laptop lên khi bấm bàn phím thì rung lắc nhẹ, đế đở laptop bên thì ổn còn bên còn lại thì rung rinh, đóng gói cẩn thận, nhắn tin hỏi shop về sản phẩm thì shop hok rep. Tóm lại là sản phẩm đạt loại Trung Bình.",2
"chiều ngang nhỏ, hàng bình thường",2
hàng ok chắc lượng khỏi bàn mà thái độ phục vụ cần cân nhắc lại ạ,2
"Sản phẩm chưa chắc chắn, còn lỏng lẻo",2
,2
"Đóng gói ok nhưng mà không thể bỏ qua được sự lỏng lẻo của khớp bên trái, lý do là thanh bên trái cao hơn thanh bên phải một xíu, để yên 1 chỗ thì ko sao nhưng nếu cần di chuyển nhiều thì hơi bực. Lướt cmt thì thấy nhiều người cũng bị nên là shop cũng nên xem lại. 
Xài đc vài ngày thì keo bị bong.",3
"Shop giao hàng nhanh , sản phẩm không chắc chắn cho lắm như mong đợi , hơi nhỏ so với lap đang dùng , có cảm giác hơi dễ lật máy",3
"2 cái thanh nâng độ cao nó quá lỏng lẻo, lap mình chỉ nặng 1.3kg nên để lên vẫn ok, nhưng vẫn chỉ dám để ở nấc gần cuối",3
"Tạm dùng, kg sử dụng được mức thấp nhất, có cũng kg sử dụng được. Kg như quảng cáo. Ai mua nên hỏi shop kỹ",3
Thân khá chắc chắn chỉ có miếng nhựa để cố định laptop nó mau tróc keo quá. Mới xài có 1 ngày tróc ra rồi phải lấy keo 502 dán lại. Dùng ổn chứ muốn dùng tốt nên mua loại khác=))),3
sản phẩm không giống với trên hình lắm. ship lâu,3
"Mọi thứ điều đẹp đến khi các chân ốc quá lỏng, khít hơn sẽ tốt hơn !",3
Khi dựng lên nấc cao nhất thì chốt không khớp lắm nên khi di chuyển hay bị rơi ra (như hình). Cái được là chất liệu khá chắc chắn nhưng gia công hơi kém. Tuy nhiên với mức giá này thì vẫn rất ổn. Tất nhiên không thể mang so sánh với chính hãng Hyper gần 800k được :)),3
Xài tạm ổn hơi rung lắc xíu,3
,3
"Kệ ko bự như mình nghĩ, cũng lỏng lẻo chứ ko chắc chắn, hai bên ko đều nhau nên hay bị trượt. Được cái giao hàng nhanh",3
"Giao hàng nhanh, mik cảm thấy loại này không chắc chắn lắm.",3
"Không đúng như video, chỉ đúng hình, tưởng là mẫu y như video",3
"Giá đỡ tạm được. Còn giao hàng thì ...thôi rồi. Người bán ở Gò Vấp, người mua ở Q12 cách có 8km mà cho đi du lịch 1 vòng xuống tận Bình Chánh. Thời gian quá lâu làm mất bao cv của mình.",3
Lỏng như đồ chơi vậy. Dùng tạm được nhưng các thanh ko chắc chắn,3
"Giao nhanh, đúng màu, đúng mẫu, đóng gói chắc chắn, có tặng mốc khóa
Nhưng kích thước chỉ khoảng 13 inch. Tính ra là mắc hơn so với giá thị trường",3
"Shipper nch rất mất dạy, hàng của shop thì oke nhưng kh hài lòng 1 chút nào với khâu vận chuyển này",3
Ok,3
Sản phẩm bị lệch 2 bên không đều.,3
Không vững,3
Chất lượng hơi lõng lẽo,3
Bị kênh,3
Chân cài hơi lỏng lẻo…,3
"Tạm được, nút cao su dán chưa đều, thép chắc chắn",3
Giá đở lỏng lẻo nhìn ko chắc chắn,3
Hơi công kềnh,3
"Sản phẩm lỏng lẻo, không chắc chắn.",3
sản phẩm cảm thấy rất lỏng,3
Tạm heheheheheh đóng gói cẩn thận. Không tốt như tưởng tượng,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
,3
"Shop giao khá nhanh (đăt hôm qua, sáng nay có) nhưng mà mình thấy sản phẩm hơi bị lệch và ọp ẹp tuy để laptop vẫn ok. Nên đánh giá công tâm là 4 sao thui nha shop ơi",4
Sản phẩm okkkkkkk nhưng ko chỉn chu lắm. Giao hàng nhanh đóng gói tốt. So với giá thì rất ổn,4
"Màu đẹp giống hình, chắc chắn, cầm không quá nặng, nói chung là tầm giá này thì mình thấy cũng ổn 8/10",4
"Sản phẩm okie nhé shop, tôi sẽ ủng hộ các bạn lâu dài, cảm ơn nhiều nhé!",4
Shop bán có tâm tư vấn nhiệt tình. Hàng về gói kĩ và nhanh nữa 😙😙😙 dc áp hoàn xu Ship cũng hổ trợ nữa 🥰😌😘😍😗🥰😗🥰😝🥰😝😋😋📸🎣🚨,4
"Đóng gói kĩ lưỡng,cẩn thận.Do dịch nên hàng giao hơi chậm có thể thông cảm đc. Hàng chx dùng nên ko bt có lâu dài ko",4
"Giá đỡ rất chắc chắn và nặng tay. Laptop mình 15.6 inch để lên vững và chắc. Ko bị xê dịch máy hay xê dịch kệ khi để trên bàn Sản phẩm chất lượng.
Tuy nhiên mình mua 12/12, shop để giá cao hơn bth cả trăm nghìn, áp mã giảm giá vẫn cao hơn nhiều. Chánn ghê. Cảm thấy như bị lừa.",4
Giá đỡ mình thấy oke đối với những em lap nhỏ hơn 15.6 inch nhe chứ em của mình 15.6 mỗi lần mở ra là bị xộc xệch liền… Kiểu như k thể nào khít vào cái giá đỡ đc ấy nó hơi lắc lư nhma chêm cây thước mỏng vào thì đỡ á. Haha rất phù hợp cho sự học online ạ…,4
"Giá đỡ cứng cáp, nhưng khấc thì hay bị rút lên và bập bênh, nhiều khi hơi khó chịu do phải thay đổi nhiều lần",4
Chất liệu nhôm sơn tĩnh điện chắc chắn nhưng phần gài chốt có hơi lỏng lẻo,4
"Sản phẩm cứng cáp, nhưng phần chống quá lỏng lẻo, vừa chỉnh bên này xong chuyển qua bên kia, quay lại thì thấy thanh chống bị rơi mất",4
"Khá tốt, đôi lúc cảm giác không vững chãi cho lắm nhưng mà nói chung vẫn đáp ứng đúng yc sp",4
"1 bên bị lõng lẽo quá shop uii, nhưng mà hàng xinh gói cẩn thậnn",4
